Index,Units,Date,Month,Year,Day
635,12760,7/6/2006,7,2006,Thursday
636,13273,7/5/2006,7,2006,Wednesday
637,13956,7/4/2006,7,2006,Tuesday
638,14067,7/3/2006,7,2006,Monday
639,14176,7/2/2006,7,2006,Sunday
640,13030,7/1/2006,7,2006,Saturday
641,13712,6/30/2006,6,2006,Friday
642,13882,6/29/2006,6,2006,Thursday
643,14485,6/28/2006,6,2006,Wednesday
644,14320,6/27/2006,6,2006,Tuesday
645,13358,6/26/2006,6,2006,Monday
646,13307,6/25/2006,6,2006,Sunday
647,13761,6/24/2006,6,2006,Saturday
648,15006,6/23/2006,6,2006,Friday
649,15285,6/22/2006,6,2006,Thursday
650,14575,6/21/2006,6,2006,Wednesday
651,14357,6/20/2006,6,2006,Tuesday
652,14699,6/19/2006,6,2006,Monday
653,14661,6/18/2006,6,2006,Sunday
654,14166,6/17/2006,6,2006,Saturday
655,13750,6/16/2006,6,2006,Friday
656,13287,6/15/2006,6,2006,Thursday
657,13588,6/14/2006,6,2006,Wednesday
658,13026,6/13/2006,6,2006,Tuesday
659,12358,6/12/2006,6,2006,Monday
660,11677,6/11/2006,6,2006,Sunday
661,12976,6/10/2006,6,2006,Saturday
662,13811,6/9/2006,6,2006,Friday
663,13796,6/8/2006,6,2006,Thursday
664,13652,6/7/2006,6,2006,Wednesday
665,13067,6/6/2006,6,2006,Tuesday
666,12158,6/5/2006,6,2006,Monday
667,11986,6/4/2006,6,2006,Sunday
668,12729,6/3/2006,6,2006,Saturday
669,14542,6/2/2006,6,2006,Friday
670,15092,6/1/2006,6,2006,Thursday
671,15530,5/31/2006,5,2006,Wednesday
672,14491,5/30/2006,5,2006,Tuesday
673,13352,5/29/2006,5,2006,Monday
674,12614,5/28/2006,5,2006,Sunday
675,12468,5/27/2006,5,2006,Saturday
676,13272,5/26/2006,5,2006,Friday
677,12791,5/25/2006,5,2006,Thursday
678,12731,5/24/2006,5,2006,Wednesday
679,12744,5/23/2006,5,2006,Tuesday
680,12089,5/22/2006,5,2006,Monday
681,11589,5/21/2006,5,2006,Sunday
682,12171,5/20/2006,5,2006,Saturday
683,13114,5/19/2006,5,2006,Friday
684,12929,5/18/2006,5,2006,Thursday
685,13116,5/17/2006,5,2006,Wednesday
686,13255,5/16/2006,5,2006,Tuesday
687,12229,5/15/2006,5,2006,Monday
688,11446,5/14/2006,5,2006,Sunday
689,12466,5/13/2006,5,2006,Saturday
690,13069,5/12/2006,5,2006,Friday
691,13010,5/11/2006,5,2006,Thursday
692,12806,5/10/2006,5,2006,Wednesday
693,12632,5/9/2006,5,2006,Tuesday
694,12028,5/8/2006,5,2006,Monday
695,11295,5/7/2006,5,2006,Sunday
696,12034,5/6/2006,5,2006,Saturday
697,12824,5/5/2006,5,2006,Friday
698,12730,5/4/2006,5,2006,Thursday
699,12672,5/3/2006,5,2006,Wednesday
700,12549,5/2/2006,5,2006,Tuesday
701,11753,5/1/2006,5,2006,Monday
702,11402,4/30/2006,4,2006,Sunday
703,12202,4/29/2006,4,2006,Saturday
704,12945,4/28/2006,4,2006,Friday
705,12923,4/27/2006,4,2006,Thursday
706,13267,4/26/2006,4,2006,Wednesday
707,12681,4/25/2006,4,2006,Tuesday
708,11755,4/24/2006,4,2006,Monday
709,11419,4/23/2006,4,2006,Sunday
710,12161,4/22/2006,4,2006,Saturday
711,12581,4/21/2006,4,2006,Friday
712,12344,4/20/2006,4,2006,Thursday
713,12393,4/19/2006,4,2006,Wednesday
714,12624,4/18/2006,4,2006,Tuesday
715,11397,4/17/2006,4,2006,Monday
716,11493,4/16/2006,4,2006,Sunday
717,11791,4/15/2006,4,2006,Saturday
718,12033,4/14/2006,4,2006,Friday
719,12623,4/13/2006,4,2006,Thursday
720,12526,4/12/2006,4,2006,Wednesday
721,12878,4/11/2006,4,2006,Tuesday
722,12929,4/10/2006,4,2006,Monday
723,13085,4/9/2006,4,2006,Sunday
724,12247,4/8/2006,4,2006,Saturday
725,13066,4/7/2006,4,2006,Friday
726,13705,4/6/2006,4,2006,Thursday
727,13822,4/5/2006,4,2006,Wednesday
728,13989,4/4/2006,4,2006,Tuesday
729,12071,4/3/2006,4,2006,Monday
730,11707,4/2/2006,4,2006,Sunday
731,11868,4/1/2006,4,2006,Saturday
732,12789,3/31/2006,3,2006,Friday
733,14000,3/30/2006,3,2006,Thursday
734,14021,3/29/2006,3,2006,Wednesday
735,14214,3/28/2006,3,2006,Tuesday
736,14889,3/27/2006,3,2006,Monday
737,14473,3/26/2006,3,2006,Sunday
738,14608,3/25/2006,3,2006,Saturday
739,14793,3/24/2006,3,2006,Friday
740,16132,3/23/2006,3,2006,Thursday
741,16352,3/22/2006,3,2006,Wednesday
742,15578,3/21/2006,3,2006,Tuesday
743,14541,3/20/2006,3,2006,Monday
744,14572,3/19/2006,3,2006,Sunday
745,14608,3/18/2006,3,2006,Saturday
746,14179,3/17/2006,3,2006,Friday
747,15036,3/16/2006,3,2006,Thursday
748,15203,3/15/2006,3,2006,Wednesday
749,12997,3/14/2006,3,2006,Tuesday
750,12197,3/13/2006,3,2006,Monday
751,12074,3/12/2006,3,2006,Sunday
752,13215,3/11/2006,3,2006,Saturday
753,13395,3/10/2006,3,2006,Friday
754,14440,3/9/2006,3,2006,Thursday
755,15743,3/8/2006,3,2006,Wednesday
756,15997,3/7/2006,3,2006,Tuesday
757,14273,3/6/2006,3,2006,Monday
758,15216,3/5/2006,3,2006,Sunday
759,16297,3/4/2006,3,2006,Saturday
760,14989,3/3/2006,3,2006,Friday
761,14175,3/2/2006,3,2006,Thursday
762,14708,3/1/2006,3,2006,Wednesday
763,15688,2/28/2006,2,2006,Tuesday
764,16593,2/27/2006,2,2006,Monday
765,14611,2/26/2006,2,2006,Sunday
766,15273,2/25/2006,2,2006,Saturday
767,15585,2/24/2006,2,2006,Friday
768,15169,2/23/2006,2,2006,Thursday
769,15994,2/22/2006,2,2006,Wednesday
770,16355,2/21/2006,2,2006,Tuesday
771,16824,2/20/2006,2,2006,Monday
772,17860,2/19/2006,2,2006,Sunday
773,15482,2/18/2006,2,2006,Saturday
774,13589,2/17/2006,2,2006,Friday
775,14633,2/16/2006,2,2006,Thursday
776,15629,2/15/2006,2,2006,Wednesday
777,17421,2/14/2006,2,2006,Tuesday
778,16483,2/13/2006,2,2006,Monday
779,15352,2/12/2006,2,2006,Sunday
780,15224,2/11/2006,2,2006,Saturday
781,17217,2/10/2006,2,2006,Friday
782,16888,2/9/2006,2,2006,Thursday
783,16689,2/8/2006,2,2006,Wednesday
784,16740,2/7/2006,2,2006,Tuesday
785,16446,2/6/2006,2,2006,Monday
786,15199,2/5/2006,2,2006,Sunday
787,14036,2/4/2006,2,2006,Saturday
788,14538,2/3/2006,2,2006,Friday
789,15234,2/2/2006,2,2006,Thursday
790,15799,2/1/2006,2,2006,Wednesday
791,14569,1/31/2006,1,2006,Tuesday
792,13386,1/30/2006,1,2006,Monday
793,13312,1/29/2006,1,2006,Sunday
794,14689,1/28/2006,1,2006,Saturday
795,16750,1/27/2006,1,2006,Friday
796,16563,1/26/2006,1,2006,Thursday
797,15440,1/25/2006,1,2006,Wednesday
798,15189,1/24/2006,1,2006,Tuesday
799,14650,1/23/2006,1,2006,Monday
800,14274,1/22/2006,1,2006,Sunday
801,13843,1/21/2006,1,2006,Saturday
802,14785,1/20/2006,1,2006,Friday
803,16767,1/19/2006,1,2006,Thursday
804,14843,1/18/2006,1,2006,Wednesday
805,14704,1/17/2006,1,2006,Tuesday
806,15433,1/16/2006,1,2006,Monday
807,15603,1/15/2006,1,2006,Sunday
808,13989,1/14/2006,1,2006,Saturday
809,14860,1/13/2006,1,2006,Friday
810,15100,1/12/2006,1,2006,Thursday
811,14351,1/11/2006,1,2006,Wednesday
812,14682,1/10/2006,1,2006,Tuesday
813,13823,1/9/2006,1,2006,Monday
814,15068,1/8/2006,1,2006,Sunday
815,16349,1/7/2006,1,2006,Saturday
816,15796,1/6/2006,1,2006,Friday
817,14738,1/5/2006,1,2006,Thursday
818,14436,1/4/2006,1,2006,Wednesday
819,13650,1/3/2006,1,2006,Tuesday
820,13599,1/2/2006,1,2006,Monday
821,14287,1/1/2006,1,2006,Sunday
822,15075,12/31/2007,12,2007,Monday
823,15160,12/30/2007,12,2007,Sunday
824,14432,12/29/2007,12,2007,Saturday
825,15330,12/28/2007,12,2007,Friday
826,15432,12/27/2007,12,2007,Thursday
827,14544,12/26/2007,12,2007,Wednesday
828,15108,12/25/2007,12,2007,Tuesday
829,15813,12/24/2007,12,2007,Monday
830,14129,12/23/2007,12,2007,Sunday
831,15516,12/22/2007,12,2007,Saturday
832,16512,12/21/2007,12,2007,Friday
833,17482,12/20/2007,12,2007,Thursday
834,17275,12/19/2007,12,2007,Wednesday
835,19072,12/18/2007,12,2007,Tuesday
836,17743,12/17/2007,12,2007,Monday
837,15979,12/16/2007,12,2007,Sunday
838,16211,12/15/2007,12,2007,Saturday
839,15897,12/14/2007,12,2007,Friday
840,15423,12/13/2007,12,2007,Thursday
841,14721,12/12/2007,12,2007,Wednesday
842,15176,12/11/2007,12,2007,Tuesday
843,14803,12/10/2007,12,2007,Monday
844,14934,12/9/2007,12,2007,Sunday
845,16161,12/8/2007,12,2007,Saturday
846,18197,12/7/2007,12,2007,Friday
847,18189,12/6/2007,12,2007,Thursday
848,17858,12/5/2007,12,2007,Wednesday
849,17789,12/4/2007,12,2007,Tuesday
850,14361,12/3/2007,12,2007,Monday
851,15300,12/2/2007,12,2007,Sunday
852,16523,12/1/2007,12,2007,Saturday
853,16935,11/30/2007,11,2007,Friday
854,16001,11/29/2007,11,2007,Thursday
855,16412,11/28/2007,11,2007,Wednesday
856,14776,11/27/2007,11,2007,Tuesday
857,14161,11/26/2007,11,2007,Monday
858,14738,11/25/2007,11,2007,Sunday
859,15406,11/24/2007,11,2007,Saturday
860,13512,11/23/2007,11,2007,Friday
861,12622,11/22/2007,11,2007,Thursday
862,13590,11/21/2007,11,2007,Wednesday
863,14098,11/20/2007,11,2007,Tuesday
864,14524,11/19/2007,11,2007,Monday
865,14162,11/18/2007,11,2007,Sunday
866,15724,11/17/2007,11,2007,Saturday
867,16014,11/16/2007,11,2007,Friday
868,13803,11/15/2007,11,2007,Thursday
869,13788,11/14/2007,11,2007,Wednesday
870,13733,11/13/2007,11,2007,Tuesday
871,13930,11/12/2007,11,2007,Monday
872,14546,11/11/2007,11,2007,Sunday
873,14321,11/10/2007,11,2007,Saturday
874,15009,11/9/2007,11,2007,Friday
875,15903,11/8/2007,11,2007,Thursday
876,15068,11/7/2007,11,2007,Wednesday
877,13720,11/6/2007,11,2007,Tuesday
878,14023,11/5/2007,11,2007,Monday
879,13590,11/4/2007,11,2007,Sunday
880,14167,11/3/2007,11,2007,Saturday
881,14314,11/2/2007,11,2007,Friday
882,13615,11/1/2007,11,2007,Thursday
883,14290,10/31/2007,10,2007,Wednesday
884,14611,10/30/2007,10,2007,Tuesday
885,13506,10/29/2007,10,2007,Monday
886,12320,10/28/2007,10,2007,Sunday
887,12693,10/27/2007,10,2007,Saturday
888,13399,10/26/2007,10,2007,Friday
889,13635,10/25/2007,10,2007,Thursday
890,13510,10/24/2007,10,2007,Wednesday
891,13468,10/23/2007,10,2007,Tuesday
892,12420,10/22/2007,10,2007,Monday
893,12086,10/21/2007,10,2007,Sunday
894,12510,10/20/2007,10,2007,Saturday
895,13865,10/19/2007,10,2007,Friday
896,13364,10/18/2007,10,2007,Thursday
897,13040,10/17/2007,10,2007,Wednesday
898,13230,10/16/2007,10,2007,Tuesday
899,12269,10/15/2007,10,2007,Monday
900,12037,10/14/2007,10,2007,Sunday
901,12955,10/13/2007,10,2007,Saturday
902,13238,10/12/2007,10,2007,Friday
903,13137,10/11/2007,10,2007,Thursday
904,13447,10/10/2007,10,2007,Wednesday
905,14896,10/9/2007,10,2007,Tuesday
906,14489,10/8/2007,10,2007,Monday
907,13855,10/7/2007,10,2007,Sunday
908,14522,10/6/2007,10,2007,Saturday
909,14773,10/5/2007,10,2007,Friday
910,13989,10/4/2007,10,2007,Thursday
911,13845,10/3/2007,10,2007,Wednesday
912,13386,10/2/2007,10,2007,Tuesday
913,12692,10/1/2007,10,2007,Monday
914,12002,9/30/2007,9,2007,Sunday
915,12620,9/29/2007,9,2007,Saturday
916,13821,9/28/2007,9,2007,Friday
917,14617,9/27/2007,9,2007,Thursday
918,15585,9/26/2007,9,2007,Wednesday
919,15393,9/25/2007,9,2007,Tuesday
920,13574,9/24/2007,9,2007,Monday
921,13247,9/23/2007,9,2007,Sunday
922,14243,9/22/2007,9,2007,Saturday
923,14478,9/21/2007,9,2007,Friday
924,14327,9/20/2007,9,2007,Thursday
925,13808,9/19/2007,9,2007,Wednesday
926,13165,9/18/2007,9,2007,Tuesday
927,12335,9/17/2007,9,2007,Monday
928,11996,9/16/2007,9,2007,Sunday
929,13235,9/15/2007,9,2007,Saturday
930,13934,9/14/2007,9,2007,Friday
931,13355,9/13/2007,9,2007,Thursday
932,13769,9/12/2007,9,2007,Wednesday
933,15170,9/11/2007,9,2007,Tuesday
934,14772,9/10/2007,9,2007,Monday
935,14755,9/9/2007,9,2007,Sunday
936,15894,9/8/2007,9,2007,Saturday
937,16518,9/7/2007,9,2007,Friday
938,16077,9/6/2007,9,2007,Thursday
939,15562,9/5/2007,9,2007,Wednesday
940,14133,9/4/2007,9,2007,Tuesday
941,13327,9/3/2007,9,2007,Monday
942,13122,9/2/2007,9,2007,Sunday
943,13743,9/1/2007,9,2007,Saturday
944,14961,8/31/2007,8,2007,Friday
945,17177,8/30/2007,8,2007,Thursday
946,16708,8/29/2007,8,2007,Wednesday
947,15714,8/28/2007,8,2007,Tuesday
948,14436,8/27/2007,8,2007,Monday
949,15132,8/26/2007,8,2007,Sunday
950,17017,8/25/2007,8,2007,Saturday
951,17488,8/24/2007,8,2007,Friday
952,17214,8/23/2007,8,2007,Thursday
953,16006,8/22/2007,8,2007,Wednesday
954,15874,8/21/2007,8,2007,Tuesday
955,14610,8/20/2007,8,2007,Monday
956,13119,8/19/2007,8,2007,Sunday
957,14495,8/18/2007,8,2007,Saturday
958,16631,8/17/2007,8,2007,Friday
959,16602,8/16/2007,8,2007,Thursday
960,15165,8/15/2007,8,2007,Wednesday
961,15474,8/14/2007,8,2007,Tuesday
962,16289,8/13/2007,8,2007,Monday
963,15092,8/12/2007,8,2007,Sunday
964,16586,8/11/2007,8,2007,Saturday
965,17889,8/10/2007,8,2007,Friday
966,18531,8/9/2007,8,2007,Thursday
967,18677,8/8/2007,8,2007,Wednesday
968,17940,8/7/2007,8,2007,Tuesday
969,15749,8/6/2007,8,2007,Monday
970,15633,8/5/2007,8,2007,Sunday
971,16573,8/4/2007,8,2007,Saturday
972,17314,8/3/2007,8,2007,Friday
973,17180,8/2/2007,8,2007,Thursday
974,16682,8/1/2007,8,2007,Wednesday
975,16112,7/31/2007,7,2007,Tuesday
976,15263,7/30/2007,7,2007,Monday
977,14428,7/29/2007,7,2007,Sunday
978,14746,7/28/2007,7,2007,Saturday
979,15045,7/27/2007,7,2007,Friday
980,14461,7/26/2007,7,2007,Thursday
981,14254,7/25/2007,7,2007,Wednesday
982,14405,7/24/2007,7,2007,Tuesday
983,13413,7/23/2007,7,2007,Monday
984,12674,7/22/2007,7,2007,Sunday
985,13573,7/21/2007,7,2007,Saturday
986,15076,7/20/2007,7,2007,Friday
987,16544,7/19/2007,7,2007,Thursday
988,15680,7/18/2007,7,2007,Wednesday
989,15622,7/17/2007,7,2007,Tuesday
990,14530,7/16/2007,7,2007,Monday
991,14384,7/15/2007,7,2007,Sunday
992,13745,7/14/2007,7,2007,Saturday
993,14524,7/13/2007,7,2007,Friday
994,14880,7/12/2007,7,2007,Thursday
995,16450,7/11/2007,7,2007,Wednesday
996,17193,7/10/2007,7,2007,Tuesday
997,16278,7/9/2007,7,2007,Monday
998,14655,7/8/2007,7,2007,Sunday
999,14421,7/7/2007,7,2007,Saturday
1000,14501,7/6/2007,7,2007,Friday
1001,13943,7/5/2007,7,2007,Thursday
1002,14030,7/4/2007,7,2007,Wednesday
1003,13339,7/3/2007,7,2007,Tuesday
1004,13026,7/2/2007,7,2007,Monday
1005,13207,7/1/2007,7,2007,Sunday
1006,13977,6/30/2007,6,2007,Saturday
1007,15440,6/29/2007,6,2007,Friday
1008,16706,6/28/2007,6,2007,Thursday
1009,17123,6/27/2007,6,2007,Wednesday
1010,16410,6/26/2007,6,2007,Tuesday
1011,14075,6/25/2007,6,2007,Monday
1012,13131,6/24/2007,6,2007,Sunday
1013,13606,6/23/2007,6,2007,Saturday
1014,15498,6/22/2007,6,2007,Friday
1015,14740,6/21/2007,6,2007,Thursday
1016,15124,6/20/2007,6,2007,Wednesday
1017,17183,6/19/2007,6,2007,Tuesday
1018,15500,6/18/2007,6,2007,Monday
1019,14141,6/17/2007,6,2007,Sunday
1020,14318,6/16/2007,6,2007,Saturday
1021,14966,6/15/2007,6,2007,Friday
1022,15253,6/14/2007,6,2007,Thursday
1023,15059,6/13/2007,6,2007,Wednesday
1024,14418,6/12/2007,6,2007,Tuesday
1025,13437,6/11/2007,6,2007,Monday
1026,12938,6/10/2007,6,2007,Sunday
1027,14476,6/9/2007,6,2007,Saturday
1028,16492,6/8/2007,6,2007,Friday
1029,13662,6/7/2007,6,2007,Thursday
1030,13305,6/6/2007,6,2007,Wednesday
1031,13705,6/5/2007,6,2007,Tuesday
1032,13225,6/4/2007,6,2007,Monday
1033,13987,6/3/2007,6,2007,Sunday
1034,14821,6/2/2007,6,2007,Saturday
1035,15252,6/1/2007,6,2007,Friday
1036,15479,5/31/2007,5,2007,Thursday
1037,15028,5/30/2007,5,2007,Wednesday
1038,13491,5/29/2007,5,2007,Tuesday
1039,12745,5/28/2007,5,2007,Monday
1040,12905,5/27/2007,5,2007,Sunday
1041,13600,5/26/2007,5,2007,Saturday
1042,14758,5/25/2007,5,2007,Friday
1043,14534,5/24/2007,5,2007,Thursday
1044,14095,5/23/2007,5,2007,Wednesday
1045,13560,5/22/2007,5,2007,Tuesday
1046,12362,5/21/2007,5,2007,Monday
1047,11943,5/20/2007,5,2007,Sunday
1048,12890,5/19/2007,5,2007,Saturday
1049,13128,5/18/2007,5,2007,Friday
1050,12940,5/17/2007,5,2007,Thursday
1051,14200,5/16/2007,5,2007,Wednesday
1052,13051,5/15/2007,5,2007,Tuesday
1053,11966,5/14/2007,5,2007,Monday
1054,12217,5/13/2007,5,2007,Sunday
1055,13502,5/12/2007,5,2007,Saturday
1056,13989,5/11/2007,5,2007,Friday
1057,13831,5/10/2007,5,2007,Thursday
1058,13400,5/9/2007,5,2007,Wednesday
1059,12884,5/8/2007,5,2007,Tuesday
1060,12313,5/7/2007,5,2007,Monday
1061,11909,5/6/2007,5,2007,Sunday
1062,12557,5/5/2007,5,2007,Saturday
1063,12935,5/4/2007,5,2007,Friday
1064,13127,5/3/2007,5,2007,Thursday
1065,13861,5/2/2007,5,2007,Wednesday
1066,13241,5/1/2007,5,2007,Tuesday
1067,12236,4/30/2007,4,2007,Monday
1068,11945,4/29/2007,4,2007,Sunday
1069,12637,4/28/2007,4,2007,Saturday
1070,12952,4/27/2007,4,2007,Friday
1071,13145,4/26/2007,4,2007,Thursday
1072,12817,4/25/2007,4,2007,Wednesday
1073,12782,4/24/2007,4,2007,Tuesday
1074,12213,4/23/2007,4,2007,Monday
1075,11744,4/22/2007,4,2007,Sunday
1076,12722,4/21/2007,4,2007,Saturday
1077,13803,4/20/2007,4,2007,Friday
1078,13645,4/19/2007,4,2007,Thursday
1079,13503,4/18/2007,4,2007,Wednesday
1080,14657,4/17/2007,4,2007,Tuesday
1081,14774,4/16/2007,4,2007,Monday
1082,13672,4/15/2007,4,2007,Sunday
1083,13822,4/14/2007,4,2007,Saturday
1084,15280,4/13/2007,4,2007,Friday
1085,14466,4/12/2007,4,2007,Thursday
1086,14555,4/11/2007,4,2007,Wednesday
1087,15583,4/10/2007,4,2007,Tuesday
1088,15067,4/9/2007,4,2007,Monday
1089,15709,4/8/2007,4,2007,Sunday
1090,15385,4/7/2007,4,2007,Saturday
1091,15469,4/6/2007,4,2007,Friday
1092,14983,4/5/2007,4,2007,Thursday
1093,13074,4/4/2007,4,2007,Wednesday
1094,12899,4/3/2007,4,2007,Tuesday
1095,12246,4/2/2007,4,2007,Monday
1096,11988,4/1/2007,4,2007,Sunday
1097,12384,3/31/2007,3,2007,Saturday
1098,13610,3/30/2007,3,2007,Friday
1099,13428,3/29/2007,3,2007,Thursday
1100,13124,3/28/2007,3,2007,Wednesday
1101,13028,3/27/2007,3,2007,Tuesday
1102,12596,3/26/2007,3,2007,Monday
1103,12228,3/25/2007,3,2007,Sunday
1104,13046,3/24/2007,3,2007,Saturday
1105,13300,3/23/2007,3,2007,Friday
1106,13771,3/22/2007,3,2007,Thursday
1107,14781,3/21/2007,3,2007,Wednesday
1108,14531,3/20/2007,3,2007,Tuesday
1109,15879,3/19/2007,3,2007,Monday
1110,16050,3/18/2007,3,2007,Sunday
1111,16427,3/17/2007,3,2007,Saturday
1112,15061,3/16/2007,3,2007,Friday
1113,13295,3/15/2007,3,2007,Thursday
1114,13185,3/14/2007,3,2007,Wednesday
1115,14283,3/13/2007,3,2007,Tuesday
1116,14408,3/12/2007,3,2007,Monday
1117,13451,3/11/2007,3,2007,Sunday
1118,13946,3/10/2007,3,2007,Saturday
1119,16157,3/9/2007,3,2007,Friday
1120,16681,3/8/2007,3,2007,Thursday
1121,17441,3/7/2007,3,2007,Wednesday
1122,16903,3/6/2007,3,2007,Tuesday
1123,16849,3/5/2007,3,2007,Monday
1124,15834,3/4/2007,3,2007,Sunday
1125,14968,3/3/2007,3,2007,Saturday
1126,14663,3/2/2007,3,2007,Friday
1127,15566,3/1/2007,3,2007,Thursday
1128,16324,2/28/2007,2,2007,Wednesday
1129,16004,2/27/2007,2,2007,Tuesday
1130,14900,2/26/2007,2,2007,Monday
1131,15629,2/25/2007,2,2007,Sunday
1132,17095,2/24/2007,2,2007,Saturday
1133,16738,2/23/2007,2,2007,Friday
1134,15487,2/22/2007,2,2007,Thursday
1135,15448,2/21/2007,2,2007,Wednesday
1136,16476,2/20/2007,2,2007,Tuesday
1137,19223,2/19/2007,2,2007,Monday
1138,17167,2/18/2007,2,2007,Sunday
1139,19636,2/17/2007,2,2007,Saturday
1140,20196,2/16/2007,2,2007,Friday
1141,19897,2/15/2007,2,2007,Thursday
1142,17338,2/14/2007,2,2007,Wednesday
1143,17129,2/13/2007,2,2007,Tuesday
1144,17510,2/12/2007,2,2007,Monday
1145,19133,2/11/2007,2,2007,Sunday
1146,19283,2/10/2007,2,2007,Saturday
1147,20180,2/9/2007,2,2007,Friday
1148,19857,2/8/2007,2,2007,Thursday
1149,19215,2/7/2007,2,2007,Wednesday
1150,21686,2/6/2007,2,2007,Tuesday
1151,19458,2/5/2007,2,2007,Monday
1152,18352,2/4/2007,2,2007,Sunday
1153,18067,2/3/2007,2,2007,Saturday
1154,16984,2/2/2007,2,2007,Friday
1155,17957,2/1/2007,2,2007,Thursday
1156,18660,1/31/2007,1,2007,Wednesday
1157,17920,1/30/2007,1,2007,Tuesday
1158,18721,1/29/2007,1,2007,Monday
1159,14720,1/28/2007,1,2007,Sunday
1160,16358,1/27/2007,1,2007,Saturday
1161,18264,1/26/2007,1,2007,Friday
1162,16768,1/25/2007,1,2007,Thursday
1163,17041,1/24/2007,1,2007,Wednesday
1164,16321,1/23/2007,1,2007,Tuesday
1165,15562,1/22/2007,1,2007,Monday
1166,15981,1/21/2007,1,2007,Sunday
1167,16686,1/20/2007,1,2007,Saturday
1168,15981,1/19/2007,1,2007,Friday
1169,17189,1/18/2007,1,2007,Thursday
1170,17307,1/17/2007,1,2007,Wednesday
1171,14523,1/16/2007,1,2007,Tuesday
1172,13495,1/15/2007,1,2007,Monday
1173,13130,1/14/2007,1,2007,Sunday
1174,13773,1/13/2007,1,2007,Saturday
1175,15518,1/12/2007,1,2007,Friday
1176,17313,1/11/2007,1,2007,Thursday
1177,16866,1/10/2007,1,2007,Wednesday
1178,16010,1/9/2007,1,2007,Tuesday
1179,13687,1/8/2007,1,2007,Monday
1180,13253,1/7/2007,1,2007,Sunday
1181,12759,1/6/2007,1,2007,Saturday
1182,13960,1/5/2007,1,2007,Friday
1183,15415,1/4/2007,1,2007,Thursday
1184,15920,1/3/2007,1,2007,Wednesday
1185,13889,1/2/2007,1,2007,Tuesday
1186,12320,1/1/2007,1,2007,Monday
1187,14548,12/31/2008,12,2008,Wednesday
1188,14809,12/30/2008,12,2008,Tuesday
1189,14105,12/29/2008,12,2008,Monday
1190,11892,12/28/2008,12,2008,Sunday
1191,13585,12/27/2008,12,2008,Saturday
1192,15062,12/26/2008,12,2008,Friday
1193,13831,12/25/2008,12,2008,Thursday
1194,15885,12/24/2008,12,2008,Wednesday
1195,19717,12/23/2008,12,2008,Tuesday
1196,19627,12/22/2008,12,2008,Monday
1197,15099,12/21/2008,12,2008,Sunday
1198,14668,12/20/2008,12,2008,Saturday
1199,15850,12/19/2008,12,2008,Friday
1200,16170,12/18/2008,12,2008,Thursday
1201,16633,12/17/2008,12,2008,Wednesday
1202,16539,12/16/2008,12,2008,Tuesday
1203,14352,12/15/2008,12,2008,Monday
1204,16120,12/14/2008,12,2008,Sunday
1205,17662,12/13/2008,12,2008,Saturday
1206,16465,12/12/2008,12,2008,Friday
1207,15940,12/11/2008,12,2008,Thursday
1208,14818,12/10/2008,12,2008,Wednesday
1209,16903,12/9/2008,12,2008,Tuesday
1210,18328,12/8/2008,12,2008,Monday
1211,17183,12/7/2008,12,2008,Sunday
1212,18728,12/6/2008,12,2008,Saturday
1213,17260,12/5/2008,12,2008,Friday
1214,16100,12/4/2008,12,2008,Thursday
1215,18053,12/3/2008,12,2008,Wednesday
1216,16957,12/2/2008,12,2008,Tuesday
1217,15049,12/1/2008,12,2008,Monday
1218,14765,11/30/2008,11,2008,Sunday
1219,14808,11/29/2008,11,2008,Saturday
1220,13847,11/28/2008,11,2008,Friday
1221,15999,11/27/2008,11,2008,Thursday
1222,16499,11/26/2008,11,2008,Wednesday
1223,15858,11/25/2008,11,2008,Tuesday
1224,16250,11/24/2008,11,2008,Monday
1225,16679,11/23/2008,11,2008,Sunday
1226,17816,11/22/2008,11,2008,Saturday
1227,16832,11/21/2008,11,2008,Friday
1228,16627,11/20/2008,11,2008,Thursday
