Index,Units,Date,Month,Year,Day
1264,13083,10/15/2008,10,2008,Wednesday
1265,13046,10/14/2008,10,2008,Tuesday
1266,12174,10/13/2008,10,2008,Monday
1267,11988,10/12/2008,10,2008,Sunday
1268,12543,10/11/2008,10,2008,Saturday
1269,13018,10/10/2008,10,2008,Friday
1270,13143,10/9/2008,10,2008,Thursday
1271,12998,10/8/2008,10,2008,Wednesday
1272,12981,10/7/2008,10,2008,Tuesday
1273,12222,10/6/2008,10,2008,Monday
1274,11936,10/5/2008,10,2008,Sunday
1275,12369,10/4/2008,10,2008,Saturday
1276,13284,10/3/2008,10,2008,Friday
1277,12933,10/2/2008,10,2008,Thursday
1278,12782,10/1/2008,10,2008,Wednesday
1279,13410,9/30/2008,9,2008,Tuesday
1280,12643,9/29/2008,9,2008,Monday
1281,12507,9/28/2008,9,2008,Sunday
1282,12816,9/27/2008,9,2008,Saturday
1283,13477,9/26/2008,9,2008,Friday
1284,13669,9/25/2008,9,2008,Thursday
1285,13539,9/24/2008,9,2008,Wednesday
1286,13551,9/23/2008,9,2008,Tuesday
1287,13117,9/22/2008,9,2008,Monday
1288,12627,9/21/2008,9,2008,Sunday
1289,13128,9/20/2008,9,2008,Saturday
1290,13411,9/19/2008,9,2008,Friday
1291,13474,9/18/2008,9,2008,Thursday
1292,12884,9/17/2008,9,2008,Wednesday
1293,12920,9/16/2008,9,2008,Tuesday
1294,12752,9/15/2008,9,2008,Monday
1295,15364,9/14/2008,9,2008,Sunday
1296,14519,9/13/2008,9,2008,Saturday
1297,14686,9/12/2008,9,2008,Friday
1298,13480,9/11/2008,9,2008,Thursday
1299,13626,9/10/2008,9,2008,Wednesday
1300,14624,9/9/2008,9,2008,Tuesday
1301,13317,9/8/2008,9,2008,Monday
1302,13164,9/7/2008,9,2008,Sunday
1303,14608,9/6/2008,9,2008,Saturday
1304,15874,9/5/2008,9,2008,Friday
1305,16187,9/4/2008,9,2008,Thursday
1306,16068,9/3/2008,9,2008,Wednesday
1307,14455,9/2/2008,9,2008,Tuesday
1308,13447,9/1/2008,9,2008,Monday
1309,13752,8/31/2008,8,2008,Sunday
1310,14634,8/30/2008,8,2008,Saturday
1311,14475,8/29/2008,8,2008,Friday
1312,14175,8/28/2008,8,2008,Thursday
1313,14767,8/27/2008,8,2008,Wednesday
1314,14799,8/26/2008,8,2008,Tuesday
1315,14928,8/25/2008,8,2008,Monday
1316,15017,8/24/2008,8,2008,Sunday
1317,15262,8/23/2008,8,2008,Saturday
1318,16143,8/22/2008,8,2008,Friday
1319,15056,8/21/2008,8,2008,Thursday
1320,15238,8/20/2008,8,2008,Wednesday
1321,15225,8/19/2008,8,2008,Tuesday
1322,14081,8/18/2008,8,2008,Monday
1323,13417,8/17/2008,8,2008,Sunday
1324,13698,8/16/2008,8,2008,Saturday
1325,14698,8/15/2008,8,2008,Friday
1326,14537,8/14/2008,8,2008,Thursday
1327,14676,8/13/2008,8,2008,Wednesday
1328,13987,8/12/2008,8,2008,Tuesday
1329,13249,8/11/2008,8,2008,Monday
1330,13453,8/10/2008,8,2008,Sunday
1331,13855,8/9/2008,8,2008,Saturday
1332,14962,8/8/2008,8,2008,Friday
1333,16115,8/7/2008,8,2008,Thursday
1334,16288,8/6/2008,8,2008,Wednesday
1335,16218,8/5/2008,8,2008,Tuesday
1336,14893,8/4/2008,8,2008,Monday
1337,14567,8/3/2008,8,2008,Sunday
1338,16403,8/2/2008,8,2008,Saturday
1339,16558,8/1/2008,8,2008,Friday
1340,16905,7/31/2008,7,2008,Thursday
1341,17118,7/30/2008,7,2008,Wednesday
1342,15721,7/29/2008,7,2008,Tuesday
1343,14683,7/28/2008,7,2008,Monday
1344,14955,7/27/2008,7,2008,Sunday
1345,15257,7/26/2008,7,2008,Saturday
1346,14863,7/25/2008,7,2008,Friday
1347,14802,7/24/2008,7,2008,Thursday
1348,16106,7/23/2008,7,2008,Wednesday
1349,16873,7/22/2008,7,2008,Tuesday
1350,16084,7/21/2008,7,2008,Monday
1351,15865,7/20/2008,7,2008,Sunday
1352,16248,7/19/2008,7,2008,Saturday
1353,16608,7/18/2008,7,2008,Friday
1354,16276,7/17/2008,7,2008,Thursday
1355,15680,7/16/2008,7,2008,Wednesday
1356,14778,7/15/2008,7,2008,Tuesday
1357,14209,7/14/2008,7,2008,Monday
1358,15566,7/13/2008,7,2008,Sunday
1359,15910,7/12/2008,7,2008,Saturday
1360,15240,7/11/2008,7,2008,Friday
1361,14966,7/10/2008,7,2008,Thursday
1362,15843,7/9/2008,7,2008,Wednesday
1363,16152,7/8/2008,7,2008,Tuesday
1364,15020,7/7/2008,7,2008,Monday
1365,13286,7/6/2008,7,2008,Sunday
1366,12864,7/5/2008,7,2008,Saturday
1367,13350,7/4/2008,7,2008,Friday
1368,14545,7/3/2008,7,2008,Thursday
1369,13635,7/2/2008,7,2008,Wednesday
1370,13333,7/1/2008,7,2008,Tuesday
1371,13597,6/30/2008,6,2008,Monday
1372,14195,6/29/2008,6,2008,Sunday
1373,15624,6/28/2008,6,2008,Saturday
1374,15907,6/27/2008,6,2008,Friday
1375,15183,6/26/2008,6,2008,Thursday
1376,14619,6/25/2008,6,2008,Wednesday
1377,14160,6/24/2008,6,2008,Tuesday
1378,13378,6/23/2008,6,2008,Monday
1379,13321,6/22/2008,6,2008,Sunday
1380,14150,6/21/2008,6,2008,Saturday
1381,13923,6/20/2008,6,2008,Friday
1382,13697,6/19/2008,6,2008,Thursday
1383,13536,6/18/2008,6,2008,Wednesday
1384,14397,6/17/2008,6,2008,Tuesday
1385,14450,6/16/2008,6,2008,Monday
1386,13902,6/15/2008,6,2008,Sunday
1387,15311,6/14/2008,6,2008,Saturday
1388,16534,6/13/2008,6,2008,Friday
1389,15609,6/12/2008,6,2008,Thursday
1390,15173,6/11/2008,6,2008,Wednesday
1391,16824,6/10/2008,6,2008,Tuesday
1392,16722,6/9/2008,6,2008,Monday
1393,15411,6/8/2008,6,2008,Sunday
1394,16469,6/7/2008,6,2008,Saturday
1395,16816,6/6/2008,6,2008,Friday
1396,14998,6/5/2008,6,2008,Thursday
1397,14128,6/4/2008,6,2008,Wednesday
1398,14378,6/3/2008,6,2008,Tuesday
1399,13057,6/2/2008,6,2008,Monday
1400,13431,6/1/2008,6,2008,Sunday
1401,14088,5/31/2008,5,2008,Saturday
1402,13454,5/30/2008,5,2008,Friday
1403,13228,5/29/2008,5,2008,Thursday
1404,13539,5/28/2008,5,2008,Wednesday
1405,13278,5/27/2008,5,2008,Tuesday
1406,11856,5/26/2008,5,2008,Monday
1407,11787,5/25/2008,5,2008,Sunday
1408,12505,5/24/2008,5,2008,Saturday
1409,13307,5/23/2008,5,2008,Friday
1410,13394,5/22/2008,5,2008,Thursday
1411,13322,5/21/2008,5,2008,Wednesday
1412,13249,5/20/2008,5,2008,Tuesday
1413,12586,5/19/2008,5,2008,Monday
1414,12137,5/18/2008,5,2008,Sunday
1415,12916,5/17/2008,5,2008,Saturday
1416,13507,5/16/2008,5,2008,Friday
1417,13323,5/15/2008,5,2008,Thursday
1418,13143,5/14/2008,5,2008,Wednesday
1419,13684,5/13/2008,5,2008,Tuesday
1420,12793,5/12/2008,5,2008,Monday
1421,12044,5/11/2008,5,2008,Sunday
1422,12922,5/10/2008,5,2008,Saturday
1423,13346,5/9/2008,5,2008,Friday
1424,13455,5/8/2008,5,2008,Thursday
1425,13156,5/7/2008,5,2008,Wednesday
1426,12937,5/6/2008,5,2008,Tuesday
1427,12267,5/5/2008,5,2008,Monday
1428,12017,5/4/2008,5,2008,Sunday
1429,12650,5/3/2008,5,2008,Saturday
1430,13049,5/2/2008,5,2008,Friday
1431,13230,5/1/2008,5,2008,Thursday
1432,14518,4/30/2008,4,2008,Wednesday
1433,13684,4/29/2008,4,2008,Tuesday
1434,12305,4/28/2008,4,2008,Monday
1435,12068,4/27/2008,4,2008,Sunday
1436,13190,4/26/2008,4,2008,Saturday
1437,13272,4/25/2008,4,2008,Friday
1438,13144,4/24/2008,4,2008,Thursday
1439,13079,4/23/2008,4,2008,Wednesday
1440,13149,4/22/2008,4,2008,Tuesday
1441,12726,4/21/2008,4,2008,Monday
1442,12202,4/20/2008,4,2008,Sunday
1443,12778,4/19/2008,4,2008,Saturday
1444,13158,4/18/2008,4,2008,Friday
1445,13689,4/17/2008,4,2008,Thursday
1446,14775,4/16/2008,4,2008,Wednesday
1447,15465,4/15/2008,4,2008,Tuesday
1448,14569,4/14/2008,4,2008,Monday
1449,13092,4/13/2008,4,2008,Sunday
1450,12671,4/12/2008,4,2008,Saturday
1451,13531,4/11/2008,4,2008,Friday
1452,13362,4/10/2008,4,2008,Thursday
1453,13461,4/9/2008,4,2008,Wednesday
1454,13638,4/8/2008,4,2008,Tuesday
1455,12904,4/7/2008,4,2008,Monday
1456,13170,4/6/2008,4,2008,Sunday
1457,13614,4/5/2008,4,2008,Saturday
1458,14965,4/4/2008,4,2008,Friday
1459,14685,4/3/2008,4,2008,Thursday
1460,14429,4/2/2008,4,2008,Wednesday
1461,13946,4/1/2008,4,2008,Tuesday
1462,14283,3/31/2008,3,2008,Monday
1463,14167,3/30/2008,3,2008,Sunday
1464,14934,3/29/2008,3,2008,Saturday
1465,14552,3/28/2008,3,2008,Friday
1466,14146,3/27/2008,3,2008,Thursday
1467,15319,3/26/2008,3,2008,Wednesday
1468,16752,3/25/2008,3,2008,Tuesday
1469,15290,3/24/2008,3,2008,Monday
1470,14711,3/23/2008,3,2008,Sunday
1471,13991,3/22/2008,3,2008,Saturday
1472,15486,3/21/2008,3,2008,Friday
1473,15514,3/20/2008,3,2008,Thursday
1474,14685,3/19/2008,3,2008,Wednesday
1475,15561,3/18/2008,3,2008,Tuesday
1476,15499,3/17/2008,3,2008,Monday
1477,14295,3/16/2008,3,2008,Sunday
1478,14271,3/15/2008,3,2008,Saturday
1479,14183,3/14/2008,3,2008,Friday
1480,15631,3/13/2008,3,2008,Thursday
1481,16276,3/12/2008,3,2008,Wednesday
1482,15942,3/11/2008,3,2008,Tuesday
1483,16527,3/10/2008,3,2008,Monday
1484,17344,3/9/2008,3,2008,Sunday
1485,16387,3/8/2008,3,2008,Saturday
1486,15892,3/7/2008,3,2008,Friday
1487,16846,3/6/2008,3,2008,Thursday
1488,15706,3/5/2008,3,2008,Wednesday
1489,14400,3/4/2008,3,2008,Tuesday
1490,14278,3/3/2008,3,2008,Monday
1491,15702,3/2/2008,3,2008,Sunday
1492,16046,3/1/2008,3,2008,Saturday
1493,18627,2/29/2008,2,2008,Friday
1494,19261,2/28/2008,2,2008,Thursday
1495,17708,2/27/2008,2,2008,Wednesday
1496,16678,2/26/2008,2,2008,Tuesday
1497,16453,2/25/2008,2,2008,Monday
1498,16385,2/24/2008,2,2008,Sunday
1499,16378,2/23/2008,2,2008,Saturday
1500,17952,2/22/2008,2,2008,Friday
1501,18682,2/21/2008,2,2008,Thursday
1502,18429,2/20/2008,2,2008,Wednesday
1503,17407,2/19/2008,2,2008,Tuesday
1504,14315,2/18/2008,2,2008,Monday
1505,14870,2/17/2008,2,2008,Sunday
1506,16069,2/16/2008,2,2008,Saturday
1507,17703,2/15/2008,2,2008,Friday
1508,19037,2/14/2008,2,2008,Thursday
1509,17150,2/13/2008,2,2008,Wednesday
1510,18838,2/12/2008,2,2008,Tuesday
1511,19134,2/11/2008,2,2008,Monday
1512,15290,2/10/2008,2,2008,Sunday
1513,15673,2/9/2008,2,2008,Saturday
1514,16615,2/8/2008,2,2008,Friday
1515,15283,2/7/2008,2,2008,Thursday
1516,14556,2/6/2008,2,2008,Wednesday
1517,14597,2/5/2008,2,2008,Tuesday
1518,15451,2/4/2008,2,2008,Monday
1519,15958,2/3/2008,2,2008,Sunday
1520,16714,2/2/2008,2,2008,Saturday
1521,17504,2/1/2008,2,2008,Friday
1522,19001,1/31/2008,1,2008,Thursday
1523,15839,1/30/2008,1,2008,Wednesday
1524,16142,1/29/2008,1,2008,Tuesday
1525,17244,1/28/2008,1,2008,Monday
1526,16547,1/27/2008,1,2008,Sunday
1527,18069,1/26/2008,1,2008,Saturday
1528,20460,1/25/2008,1,2008,Friday
1529,18579,1/24/2008,1,2008,Thursday
1530,18003,1/23/2008,1,2008,Wednesday
1531,18763,1/22/2008,1,2008,Tuesday
1532,20306,1/21/2008,1,2008,Monday
1533,18515,1/20/2008,1,2008,Sunday
1534,16972,1/19/2008,1,2008,Saturday
1535,16735,1/18/2008,1,2008,Friday
1536,17249,1/17/2008,1,2008,Thursday
1537,18572,1/16/2008,1,2008,Wednesday
1538,17793,1/15/2008,1,2008,Tuesday
1539,15714,1/14/2008,1,2008,Monday
1540,15169,1/13/2008,1,2008,Sunday
1541,15154,1/12/2008,1,2008,Saturday
1542,14915,1/11/2008,1,2008,Friday
1543,15654,1/10/2008,1,2008,Thursday
1544,13712,1/9/2008,1,2008,Wednesday
1545,13938,1/8/2008,1,2008,Tuesday
1546,13896,1/7/2008,1,2008,Monday
1547,14902,1/6/2008,1,2008,Sunday
1548,17367,1/5/2008,1,2008,Saturday
1549,20048,1/4/2008,1,2008,Friday
1550,19743,1/3/2008,1,2008,Thursday
1551,17751,1/2/2008,1,2008,Wednesday
1552,14755,1/1/2008,1,2008,Tuesday
1553,15521,12/31/2009,12,2009,Thursday
1554,17512,12/30/2009,12,2009,Wednesday
1555,16957,12/29/2009,12,2009,Tuesday
1556,15199,12/28/2009,12,2009,Monday
1557,14860,12/27/2009,12,2009,Sunday
1558,13160,12/26/2009,12,2009,Saturday
1559,13985,12/25/2009,12,2009,Friday
1560,15561,12/24/2009,12,2009,Thursday
1561,16083,12/23/2009,12,2009,Wednesday
1562,15852,12/22/2009,12,2009,Tuesday
1563,15189,12/21/2009,12,2009,Monday
1564,14832,12/20/2009,12,2009,Sunday
1565,15672,12/19/2009,12,2009,Saturday
1566,16530,12/18/2009,12,2009,Friday
1567,17516,12/17/2009,12,2009,Thursday
1568,16307,12/16/2009,12,2009,Wednesday
1569,14052,12/15/2009,12,2009,Tuesday
1570,14155,12/14/2009,12,2009,Monday
1571,15260,12/13/2009,12,2009,Sunday
1572,17810,12/12/2009,12,2009,Saturday
1573,18588,12/11/2009,12,2009,Friday
1574,16120,12/10/2009,12,2009,Thursday
1575,15792,12/9/2009,12,2009,Wednesday
1576,15736,12/8/2009,12,2009,Tuesday
1577,15832,12/7/2009,12,2009,Monday
1578,16009,12/6/2009,12,2009,Sunday
1579,15120,12/5/2009,12,2009,Saturday
1580,14690,12/4/2009,12,2009,Friday
1581,13608,12/3/2009,12,2009,Thursday
1582,14815,12/2/2009,12,2009,Wednesday
1583,15197,12/1/2009,12,2009,Tuesday
1584,12334,11/30/2009,11,2009,Monday
1585,13064,11/29/2009,11,2009,Sunday
1586,13949,11/28/2009,11,2009,Saturday
1587,12339,11/27/2009,11,2009,Friday
1588,12843,11/26/2009,11,2009,Thursday
1589,12868,11/25/2009,11,2009,Wednesday
1590,13240,11/24/2009,11,2009,Tuesday
1591,12950,11/23/2009,11,2009,Monday
1592,13127,11/22/2009,11,2009,Sunday
1593,13645,11/21/2009,11,2009,Saturday
1594,13477,11/20/2009,11,2009,Friday
1595,12998,11/19/2009,11,2009,Thursday
1596,12862,11/18/2009,11,2009,Wednesday
1597,12868,11/17/2009,11,2009,Tuesday
1598,12139,11/16/2009,11,2009,Monday
1599,11796,11/15/2009,11,2009,Sunday
1600,12576,11/14/2009,11,2009,Saturday
1601,13780,11/13/2009,11,2009,Friday
1602,13715,11/12/2009,11,2009,Thursday
1603,12945,11/11/2009,11,2009,Wednesday
1604,12542,11/10/2009,11,2009,Tuesday
1605,11872,11/9/2009,11,2009,Monday
1606,11893,11/8/2009,11,2009,Sunday
1607,13634,11/7/2009,11,2009,Saturday
1608,14024,11/6/2009,11,2009,Friday
1609,13772,11/5/2009,11,2009,Thursday
1610,14113,11/4/2009,11,2009,Wednesday
1611,13297,11/3/2009,11,2009,Tuesday
1612,12809,11/2/2009,11,2009,Monday
1613,11871,11/1/2009,11,2009,Sunday
1614,11782,10/31/2009,10,2009,Saturday
1615,12279,10/30/2009,10,2009,Friday
1616,12424,10/29/2009,10,2009,Thursday
1617,12881,10/28/2009,10,2009,Wednesday
1618,12675,10/27/2009,10,2009,Tuesday
1619,12445,10/26/2009,10,2009,Monday
1620,12239,10/25/2009,10,2009,Sunday
1621,11862,10/24/2009,10,2009,Saturday
1622,12089,10/23/2009,10,2009,Friday
1623,12405,10/22/2009,10,2009,Thursday
1624,12721,10/21/2009,10,2009,Wednesday
1625,13405,10/20/2009,10,2009,Tuesday
1626,13565,10/19/2009,10,2009,Monday
1627,13002,10/18/2009,10,2009,Sunday
1628,13103,10/17/2009,10,2009,Saturday
1629,13065,10/16/2009,10,2009,Friday
1630,13219,10/15/2009,10,2009,Thursday
1631,12622,10/14/2009,10,2009,Wednesday
1632,12313,10/13/2009,10,2009,Tuesday
1633,11821,10/12/2009,10,2009,Monday
1634,11743,10/11/2009,10,2009,Sunday
1635,12168,10/10/2009,10,2009,Saturday
1636,12344,10/9/2009,10,2009,Friday
1637,12258,10/8/2009,10,2009,Thursday
1638,11948,10/7/2009,10,2009,Wednesday
1639,11962,10/6/2009,10,2009,Tuesday
1640,11370,10/5/2009,10,2009,Monday
1641,11278,10/4/2009,10,2009,Sunday
1642,11557,10/3/2009,10,2009,Saturday
1643,12131,10/2/2009,10,2009,Friday
1644,12415,10/1/2009,10,2009,Thursday
1645,12135,9/30/2009,9,2009,Wednesday
1646,11770,9/29/2009,9,2009,Tuesday
1647,11394,9/28/2009,9,2009,Monday
1648,11432,9/27/2009,9,2009,Sunday
1649,12066,9/26/2009,9,2009,Saturday
1650,13039,9/25/2009,9,2009,Friday
1651,13385,9/24/2009,9,2009,Thursday
1652,13594,9/23/2009,9,2009,Wednesday
1653,13233,9/22/2009,9,2009,Tuesday
1654,12428,9/21/2009,9,2009,Monday
1655,11456,9/20/2009,9,2009,Sunday
1656,12253,9/19/2009,9,2009,Saturday
1657,12573,9/18/2009,9,2009,Friday
1658,12377,9/17/2009,9,2009,Thursday
1659,13292,9/16/2009,9,2009,Wednesday
1660,13018,9/15/2009,9,2009,Tuesday
1661,11908,9/14/2009,9,2009,Monday
1662,11422,9/13/2009,9,2009,Sunday
1663,12256,9/12/2009,9,2009,Saturday
1664,12786,9/11/2009,9,2009,Friday
1665,12904,9/10/2009,9,2009,Thursday
1666,12891,9/9/2009,9,2009,Wednesday
1667,12222,9/8/2009,9,2009,Tuesday
1668,11937,9/7/2009,9,2009,Monday
1669,11737,9/6/2009,9,2009,Sunday
1670,12306,9/5/2009,9,2009,Saturday
1671,12598,9/4/2009,9,2009,Friday
1672,12539,9/3/2009,9,2009,Thursday
1673,12347,9/2/2009,9,2009,Wednesday
1674,12205,9/1/2009,9,2009,Tuesday
1675,11655,8/31/2009,8,2009,Monday
1676,11997,8/30/2009,8,2009,Sunday
1677,13199,8/29/2009,8,2009,Saturday
1678,14172,8/28/2009,8,2009,Friday
1679,14210,8/27/2009,8,2009,Thursday
1680,13845,8/26/2009,8,2009,Wednesday
1681,13119,8/25/2009,8,2009,Tuesday
1682,12084,8/24/2009,8,2009,Monday
1683,11818,8/23/2009,8,2009,Sunday
1684,13672,8/22/2009,8,2009,Saturday
1685,14900,8/21/2009,8,2009,Friday
1686,14603,8/20/2009,8,2009,Thursday
1687,14962,8/19/2009,8,2009,Wednesday
1688,15212,8/18/2009,8,2009,Tuesday
1689,15112,8/17/2009,8,2009,Monday
1690,14238,8/16/2009,8,2009,Sunday
1691,14450,8/15/2009,8,2009,Saturday
1692,14122,8/14/2009,8,2009,Friday
1693,13975,8/13/2009,8,2009,Thursday
1694,14397,8/12/2009,8,2009,Wednesday
1695,15059,8/11/2009,8,2009,Tuesday
1696,15434,8/10/2009,8,2009,Monday
1697,13965,8/9/2009,8,2009,Sunday
1698,12946,8/8/2009,8,2009,Saturday
1699,13210,8/7/2009,8,2009,Friday
1700,13379,8/6/2009,8,2009,Thursday
1701,13432,8/5/2009,8,2009,Wednesday
1702,13903,8/4/2009,8,2009,Tuesday
1703,12498,8/3/2009,8,2009,Monday
1704,13011,8/2/2009,8,2009,Sunday
1705,13033,8/1/2009,8,2009,Saturday
1706,14015,7/31/2009,7,2009,Friday
1707,13534,7/30/2009,7,2009,Thursday
1708,14771,7/29/2009,7,2009,Wednesday
1709,14082,7/28/2009,7,2009,Tuesday
1710,13128,7/27/2009,7,2009,Monday
1711,12246,7/26/2009,7,2009,Sunday
1712,13104,7/25/2009,7,2009,Saturday
1713,13365,7/24/2009,7,2009,Friday
1714,13318,7/23/2009,7,2009,Thursday
1715,13671,7/22/2009,7,2009,Wednesday
1716,12857,7/21/2009,7,2009,Tuesday
1717,11982,7/20/2009,7,2009,Monday
1718,11500,7/19/2009,7,2009,Sunday
1719,12514,7/18/2009,7,2009,Saturday
1720,14487,7/17/2009,7,2009,Friday
1721,14530,7/16/2009,7,2009,Thursday
1722,13187,7/15/2009,7,2009,Wednesday
1723,13212,7/14/2009,7,2009,Tuesday
1724,13072,7/13/2009,7,2009,Monday
1725,12691,7/12/2009,7,2009,Sunday
1726,13865,7/11/2009,7,2009,Saturday
1727,13318,7/10/2009,7,2009,Friday
1728,13272,7/9/2009,7,2009,Thursday
1729,13025,7/8/2009,7,2009,Wednesday
1730,13071,7/7/2009,7,2009,Tuesday
1731,11730,7/6/2009,7,2009,Monday
1732,11050,7/5/2009,7,2009,Sunday
1733,11171,7/4/2009,7,2009,Saturday
1734,11133,7/3/2009,7,2009,Friday
1735,11834,7/2/2009,7,2009,Thursday
1736,12231,7/1/2009,7,2009,Wednesday
1737,12674,6/30/2009,6,2009,Tuesday
1738,12820,6/29/2009,6,2009,Monday
1739,13266,6/28/2009,6,2009,Sunday
1740,14147,6/27/2009,6,2009,Saturday
1741,14706,6/26/2009,6,2009,Friday
1742,14966,6/25/2009,6,2009,Thursday
1743,14394,6/24/2009,6,2009,Wednesday
1744,14389,6/23/2009,6,2009,Tuesday
1745,13530,6/22/2009,6,2009,Monday
1746,13724,6/21/2009,6,2009,Sunday
1747,14663,6/20/2009,6,2009,Saturday
1748,13608,6/19/2009,6,2009,Friday
1749,13463,6/18/2009,6,2009,Thursday
1750,13247,6/17/2009,6,2009,Wednesday
1751,13166,6/16/2009,6,2009,Tuesday
1752,12315,6/15/2009,6,2009,Monday
1753,11857,6/14/2009,6,2009,Sunday
1754,12191,6/13/2009,6,2009,Saturday
1755,12764,6/12/2009,6,2009,Friday
1756,12822,6/11/2009,6,2009,Thursday
1757,13545,6/10/2009,6,2009,Wednesday
1758,13488,6/9/2009,6,2009,Tuesday
1759,12422,6/8/2009,6,2009,Monday
1760,11306,6/7/2009,6,2009,Sunday
1761,11340,6/6/2009,6,2009,Saturday
1762,11814,6/5/2009,6,2009,Friday
1763,12020,6/4/2009,6,2009,Thursday
1764,12851,6/3/2009,6,2009,Wednesday
1765,12532,6/2/2009,6,2009,Tuesday
1766,11152,6/1/2009,6,2009,Monday
1767,11289,5/31/2009,5,2009,Sunday
1768,11638,5/30/2009,5,2009,Saturday
1769,12751,5/29/2009,5,2009,Friday
1770,13036,5/28/2009,5,2009,Thursday
1771,12957,5/27/2009,5,2009,Wednesday
1772,11614,5/26/2009,5,2009,Tuesday
1773,11385,5/25/2009,5,2009,Monday
1774,11950,5/24/2009,5,2009,Sunday
1775,11972,5/23/2009,5,2009,Saturday
1776,12492,5/22/2009,5,2009,Friday
1777,11958,5/21/2009,5,2009,Thursday
1778,11766,5/20/2009,5,2009,Wednesday
1779,12084,5/19/2009,5,2009,Tuesday
1780,11343,5/18/2009,5,2009,Monday
1781,11064,5/17/2009,5,2009,Sunday
1782,12045,5/16/2009,5,2009,Saturday
1783,11921,5/15/2009,5,2009,Friday
1784,12002,5/14/2009,5,2009,Thursday
1785,11663,5/13/2009,5,2009,Wednesday
1786,11763,5/12/2009,5,2009,Tuesday
1787,10866,5/11/2009,5,2009,Monday
1788,10749,5/10/2009,5,2009,Sunday
1789,11399,5/9/2009,5,2009,Saturday
1790,11562,5/8/2009,5,2009,Friday
1791,11794,5/7/2009,5,2009,Thursday
1792,11649,5/6/2009,5,2009,Wednesday
1793,11649,5/5/2009,5,2009,Tuesday
1794,11134,5/4/2009,5,2009,Monday
1795,10822,5/3/2009,5,2009,Sunday
1796,11484,5/2/2009,5,2009,Saturday
1797,11994,5/1/2009,5,2009,Friday
1798,11993,4/30/2009,4,2009,Thursday
1799,12164,4/29/2009,4,2009,Wednesday
1800,12685,4/28/2009,4,2009,Tuesday
1801,11976,4/27/2009,4,2009,Monday
1802,11452,4/26/2009,4,2009,Sunday
1803,11589,4/25/2009,4,2009,Saturday
1804,11904,4/24/2009,4,2009,Friday
1805,13086,4/23/2009,4,2009,Thursday
1806,13208,4/22/2009,4,2009,Wednesday
1807,12791,4/21/2009,4,2009,Tuesday
1808,11474,4/20/2009,4,2009,Monday
1809,10734,4/19/2009,4,2009,Sunday
1810,11276,4/18/2009,4,2009,Saturday
1811,12417,4/17/2009,4,2009,Friday
1812,13278,4/16/2009,4,2009,Thursday
1813,13110,4/15/2009,4,2009,Wednesday
1814,12997,4/14/2009,4,2009,Tuesday
1815,11793,4/13/2009,4,2009,Monday
1816,12176,4/12/2009,4,2009,Sunday
1817,11754,4/11/2009,4,2009,Saturday
1818,11953,4/10/2009,4,2009,Friday
1819,13853,4/9/2009,4,2009,Thursday
1820,15197,4/8/2009,4,2009,Wednesday
1821,14746,4/7/2009,4,2009,Tuesday
1822,11830,4/6/2009,4,2009,Monday
1823,12096,4/5/2009,4,2009,Sunday
1824,13154,4/4/2009,4,2009,Saturday
1825,12271,4/3/2009,4,2009,Friday
1826,12632,4/2/2009,4,2009,Thursday
1827,12500,4/1/2009,4,2009,Wednesday
1828,13431,3/31/2009,3,2009,Tuesday
1829,13578,3/30/2009,3,2009,Monday
1830,11622,3/29/2009,3,2009,Sunday
1831,12123,3/28/2009,3,2009,Saturday
1832,12901,3/27/2009,3,2009,Friday
1833,13057,3/26/2009,3,2009,Thursday
1834,12764,3/25/2009,3,2009,Wednesday
1835,13290,3/24/2009,3,2009,Tuesday
1836,12402,3/23/2009,3,2009,Monday
1837,13079,3/22/2009,3,2009,Sunday
1838,14201,3/21/2009,3,2009,Saturday
1839,13982,3/20/2009,3,2009,Friday
1840,12355,3/19/2009,3,2009,Thursday
1841,12777,3/18/2009,3,2009,Wednesday
1842,13347,3/17/2009,3,2009,Tuesday
1843,12655,3/16/2009,3,2009,Monday
1844,13417,3/15/2009,3,2009,Sunday
1845,14753,3/14/2009,3,2009,Saturday
1846,15540,3/13/2009,3,2009,Friday
1847,14771,3/12/2009,3,2009,Thursday
1848,12835,3/11/2009,3,2009,Wednesday
1849,13421,3/10/2009,3,2009,Tuesday
1850,12203,3/9/2009,3,2009,Monday
1851,11453,3/8/2009,3,2009,Sunday
1852,11919,3/7/2009,3,2009,Saturday
1853,13519,3/6/2009,3,2009,Friday
1854,16154,3/5/2009,3,2009,Thursday
1855,17899,3/4/2009,3,2009,Wednesday
1856,18963,3/3/2009,3,2009,Tuesday
1857,17039,3/2/2009,3,2009,Monday
1858,15536,3/1/2009,3,2009,Sunday
1859,14274,2/28/2009,2,2009,Saturday
1860,13314,2/27/2009,2,2009,Friday
1861,14300,2/26/2009,2,2009,Thursday
1862,16765,2/25/2009,2,2009,Wednesday
1863,18148,2/24/2009,2,2009,Tuesday
1864,17300,2/23/2009,2,2009,Monday
1865,15515,2/22/2009,2,2009,Sunday
1866,17189,2/21/2009,2,2009,Saturday
1867,17952,2/20/2009,2,2009,Friday
1868,15060,2/19/2009,2,2009,Thursday
1869,15067,2/18/2009,2,2009,Wednesday
1870,17174,2/17/2009,2,2009,Tuesday
